timestamp,open,high,low,close
2001-05-01,109.83,109.96,108.59,108.93
2001-05-02,108.89,109.28,108.11,108.71
2001-05-03,108.06,108.96,107.6,108.35
2001-05-04,108.51,109.0,107.55,108.51
2001-05-07,108.33,108.68,107.69,107.89
2001-05-08,107.87,108.39,107.07,107.18
2001-05-09,107.25,108.22,107.01,108.04
2001-05-10,108.04,108.94,107.68,108.08
2001-05-11,108.08,108.25,106.73,107.39
2001-05-14,107.23,107.83,107.01,107.77
2001-05-15,107.78,108.58,107.56,108.34
2001-05-16,108.4,109.74,108.09,109.14
2001-05-17,109.17,109.3,107.98,108.14
2001-05-18,108.2,108.8,107.97,108.69
2001-05-21,108.71,108.89,107.4,107.46
2001-05-22,107.46,107.89,105.85,106.13
2001-05-23,102.54,103.42,101.1,102.81
2001-05-24,102.54,103.42,101.1,102.81
2001-05-25,102.82,103.79,102.41,103.71
2001-05-28,103.67,104.2,103.43,104.07
2001-05-29,104.06,104.5,102.39,102.76
2001-05-30,102.81,103.49,102.38,103.01
2001-05-31,103.05,103.2,100.08,100.8
2001-06-01,102.52,102.52,99.95,100.9
2001-06-04,102.51,102.51,100.66,100.8
2001-06-05,100.62,102.8,100.51,102.69
2001-06-06,102.55,103.3,101.58,101.83
2001-06-07,102.03,102.2,101.39,102.02
2001-06-08,102.0,102.98,101.57,102.91
2001-06-11,102.82,103.6,102.36,103.46
2001-06-12,102.82,103.6,102.36,103.46
2001-06-13,103.44,104.65,103.41,104.12
2001-06-14,104.33,104.83,103.36,104.51
2001-06-15,104.69,106.29,104.44,105.8
2001-06-18,106.08,106.54,105.58,106.18
2001-06-19,106.01,106.26,104.72,104.91
2001-06-20,104.94,105.9,104.51,105.65
2001-06-21,105.76,106.58,105.58,106.48
2001-06-22,106.37,106.59,105.51,106.45
2001-06-25,106.61,106.96,106.31,106.52
2001-06-26,106.44,106.94,106.19,106.86
2001-06-27,107.51,107.51,106.47,106.83
2001-06-28,107.01,107.08,105.08,105.3
2001-06-29,105.29,106.01,104.58,105.94
2001-07-02,105.87,106.15,104.87,105.18
2001-07-03,104.94,105.83,104.66,105.73
2001-07-04,105.48,105.87,104.93,105.27
2001-07-05,105.28,105.96,104.99,105.14
2001-07-06,105.19,106.79,104.81,106.78
2001-07-09,106.5,106.7,105.91,106.33
2001-07-10,106.31,107.52,106.27,107.14
2001-07-11,107.12,107.98,106.55,106.83
2001-07-12,106.83,106.93,105.14,105.65
2001-07-13,105.65,106.71,105.53,106.58
2001-07-16,106.76,107.58,106.47,107.24
2001-07-17,107.28,107.52,106.3,107.4
2001-07-18,107.4,108.55,107.2,108.03
2001-07-19,108.04,108.59,107.12,107.5
2001-07-20,107.5,108.44,106.84,107.01
2001-07-23,107.23,108.11,107.04,108.06
2001-07-24,108.07,108.71,107.81,108.39
2001-07-25,108.43,109.03,108.23,108.8
2001-07-26,108.8,108.94,108.19,108.66
2001-07-27,108.64,108.94,107.71,108.29
2001-07-30,108.28,109.78,107.92,109.41
2001-07-31,109.42,109.5,108.95,109.42
2001-08-01,109.44,110.05,109.34,109.8
2001-08-02,109.8,110.14,108.71,109.26
2001-08-03,109.28,109.5,108.72,109.39
2001-08-06,109.25,109.41,108.64,109.19
2001-08-07,109.19,109.31,108.17,108.25
2001-08-08,108.25,108.7,107.53,108.6
2001-08-09,108.64,109.45,108.32,108.7
2001-08-10,108.7,109.58,108.45,108.95
2001-08-13,109.06,110.11,108.92,109.92
2001-08-14,109.92,110.51,108.87,109.81
2001-08-15,109.86,110.05,108.55,109.09
2001-08-16,109.11,110.01,108.86,109.53
2001-08-17,109.51,110.52,109.33,110.31
2001-08-20,110.2,110.63,109.68,110.24
2001-08-21,110.26,110.45,108.9,109.34
2001-08-22,109.36,110.55,109.21,110.12
2001-08-23,110.16,110.28,109.4,109.59
2001-08-24,109.59,109.76,109.15,109.64
2001-08-27,109.66,109.86,109.03,109.32
2001-08-28,109.31,109.84,108.54,109.43
2001-08-29,109.42,109.66,108.27,109.35
2001-08-30,109.33,109.63,108.46,109.41
2001-08-31,109.48,109.58,107.64,108.32
2001-09-03,108.32,108.38,107.43,107.78
2001-09-04,107.74,107.87,105.45,105.86
2001-09-05,105.87,107.48,105.66,107.01
2001-09-06,106.97,108.46,106.73,108.27
2001-09-07,108.26,108.91,107.97,108.7
2001-09-10,108.93,109.13,108.31,108.81
2001-09-11,108.8,109.66,107.33,109.21
2001-09-12,109.25,109.26,107.78,108.35
2001-09-13,108.37,108.63,107.62,108.22
2001-09-14,108.2,108.99,107.63,107.86
2001-09-17,108.76,109.76,107.83,108.88
2001-09-18,108.71,108.93,108.07,108.57
2001-09-19,108.62,109.4,108.49,109.27
2001-09-20,109.25,109.33,106.98,107.38
2001-09-21,107.37,108.21,106.04,106.59
2001-09-24,106.75,107.88,106.22,107.7
2001-09-25,107.69,108.76,107.2,108.49
2001-09-26,108.48,108.86,108.06,108.76
2001-09-27,108.76,110.22,108.47,109.74
2001-09-28,109.72,109.98,108.22,108.71
2001-10-01,108.78,110.45,108.5,110.19
2001-10-02,110.23,111.08,109.97,110.96
2001-10-03,111.03,111.77,110.16,110.32
2001-10-04,110.26,110.48,109.74,110.44
2001-10-05,110.43,110.91,110.0,110.5
2001-10-08,110.65,110.65,109.82,110.24
2001-10-09,110.24,110.77,109.62,109.85
2001-10-10,109.81,110.18,109.27,109.6
2001-10-11,109.6,109.92,109.21,109.63
2001-10-12,109.65,110.4,109.25,110.3
2001-10-15,110.3,110.62,109.5,109.82
2001-10-16,109.86,110.41,109.29,110.19
2001-10-17,110.23,110.5,109.2,109.43
2001-10-18,109.48,109.71,108.91,109.49
2001-10-19,109.52,109.65,108.49,108.92
2001-10-22,108.91,109.44,108.57,109.24
2001-10-23,109.31,109.57,108.73,109.24
2001-10-24,109.23,109.79,109.0,109.74
2001-10-25,109.7,110.12,109.12,109.83
2001-10-26,109.8,109.96,109.11,109.47
2001-10-29,109.48,110.4,109.2,110.25
2001-10-30,110.27,110.67,110.13,110.43
2001-10-31,110.42,110.73,109.93,110.07
2001-11-01,110.09,110.8,109.95,110.23
2001-11-02,110.21,110.31,109.5,109.91
2001-11-05,109.78,109.78,108.95,109.27
2001-11-06,109.25,109.36,108.31,108.7
2001-11-07,108.7,109.46,108.1,108.27
2001-11-08,108.19,108.85,106.77,107.21
2001-11-09,107.16,107.66,106.91,107.5
2001-11-12,107.46,108.05,107.43,107.73
2001-11-13,107.71,107.86,106.84,107.12
2001-11-14,107.08,107.5,106.86,107.34
2001-11-15,107.34,108.21,107.14,107.87
2001-11-16,107.91,108.78,107.75,108.64
2001-11-19,108.62,108.77,108.04,108.42
2001-11-20,108.44,108.69,108.04,108.24
2001-11-21,108.28,108.69,107.69,108.19
2001-11-22,108.21,108.95,107.86,108.74
2001-11-23,108.74,109.29,108.63,109.07
2001-11-26,109.05,109.51,108.91,109.27
2001-11-27,109.26,109.79,108.62,109.37
2001-11-28,109.35,109.57,108.79,109.21
2001-11-29,109.16,109.97,108.96,109.92
2001-11-30,109.92,110.64,109.65,110.63
2001-12-03,110.51,110.78,110.03,110.57
2001-12-04,110.57,110.73,110.04,110.5
2001-12-05,110.47,110.97,110.01,110.2
2001-12-06,110.23,111.66,109.85,111.59
2001-12-07,111.6,112.05,111.21,111.71
2001-12-10,111.62,112.25,111.47,112.19
2001-12-11,112.2,112.5,111.99,112.44
2001-12-12,112.42,113.6,112.19,113.32
2001-12-13,113.31,113.63,112.68,112.72
2001-12-14,112.76,115.47,112.36,115.05
2001-12-17,115.05,115.92,114.83,115.33
2001-12-18,115.08,115.93,114.86,115.37
2001-12-19,115.33,115.87,114.44,115.35
2001-12-20,115.33,115.75,114.77,115.62
2001-12-21,115.64,116.65,114.48,115.08
2001-12-24,115.15,115.28,113.44,113.84
2001-12-25,113.83,115.38,113.69,115.07
2001-12-26,115.07,115.33,114.42,114.89
2001-12-27,114.94,116.48,114.8,116.21
2001-12-28,116.25,116.52,115.01,115.81
2001-12-31,115.98,117.36,115.84,117.35
2002-01-01,117.05,119.71,116.92,119.34
2002-01-02,117.05,119.71,116.92,119.34
2002-01-03,119.36,119.53,118.18,118.53
2002-01-04,118.54,118.62,116.97,117.24
2002-01-07,117.16,117.57,116.48,117.06
2002-01-08,117.05,118.45,116.96,118.39
2002-01-09,118.45,119.09,117.51,118.05
2002-01-10,118.05,118.81,117.65,118.26
2002-01-11,118.31,118.35,117.22,117.66
2002-01-14,118.15,118.15,117.36,117.86
2002-01-15,117.89,118.15,116.03,116.03
2002-01-16,116.06,116.59,115.57,116.3
2002-01-17,116.33,117.05,115.95,116.61
2002-01-18,116.63,117.38,116.57,117.16
2002-01-21,117.13,117.4,116.87,117.1
2002-01-22,117.08,118.73,117.01,118.57
2002-01-23,118.59,119.15,117.78,117.83
2002-01-24,117.79,118.33,117.52,118.1
2002-01-25,118.13,118.42,115.81,116.18
2002-01-28,115.99,116.67,114.5,114.89
2002-01-29,114.88,115.62,114.33,115.32
2002-01-30,115.36,115.62,114.24,114.39
2002-01-31,114.42,115.79,114.26,115.67
2002-02-01,115.72,115.99,114.5,114.72
2002-02-04,114.81,115.29,114.48,115.08
2002-02-05,115.1,116.52,114.7,116.02
2002-02-06,116.09,116.47,115.21,116.02
2002-02-07,115.97,116.4,115.62,116.21
2002-02-08,116.25,117.79,116.19,117.54
2002-02-11,117.56,117.91,116.9,116.97
2002-02-12,116.96,117.59,116.1,116.26
2002-02-13,116.17,116.73,115.43,116.09
2002-02-14,116.1,116.26,114.73,115.43
2002-02-15,115.37,116.23,115.21,115.68
2002-02-18,116.05,116.07,115.27,115.46
2002-02-19,115.46,117.16,115.4,117.07
2002-02-20,116.97,117.18,116.29,116.37
2002-02-21,116.33,117.12,116.0,116.58
2002-02-22,116.61,117.55,116.4,117.39
2002-02-25,117.35,117.43,116.19,116.46
2002-02-26,116.37,116.85,115.97,116.33
2002-02-27,116.32,116.72,115.9,116.2
2002-02-28,116.14,116.38,115.47,116.07
2002-03-01,116.02,116.18,114.96,115.22
2002-03-04,115.32,115.57,114.01,114.92
2002-03-05,114.97,115.32,114.15,115.22
2002-03-06,115.22,115.33,114.43,114.67
2002-03-07,114.7,114.8,111.28,112.13
2002-03-08,112.06,112.75,111.9,112.38
2002-03-11,112.42,112.99,111.92,112.18
2002-03-12,112.17,112.79,112.03,112.72
2002-03-13,112.73,113.61,112.7,113.42
2002-03-14,113.38,113.95,112.82,113.93
2002-03-15,113.9,114.46,113.76,113.79
2002-03-18,113.8,115.96,113.73,115.85
2002-03-19,115.81,116.67,115.46,116.53
2002-03-20,116.53,116.69,115.61,116.19
2002-03-21,116.28,116.69,116.07,116.34
2002-03-22,116.42,116.95,116.18,116.41
2002-03-25,116.47,117.03,116.19,116.9
2002-03-26,116.94,117.08,115.89,116.43
2002-03-27,116.5,116.82,115.54,115.85
2002-03-28,115.82,115.92,115.26,115.47
2002-03-29,115.46,116.05,115.35,115.68
2002-04-01,115.65,117.67,115.63,117.5
2002-04-02,117.48,117.57,116.8,117.25
2002-04-03,117.24,117.3,116.46,116.87
2002-04-04,116.86,117.21,115.95,116.07
2002-04-05,116.01,116.3,115.54,115.68
2002-04-08,115.69,115.9,114.62,114.79
2002-04-09,114.81,115.5,114.79,115.29
2002-04-10,115.3,115.4,114.6,115.0
2002-04-11,115.01,116.41,114.93,116.09
2002-04-12,116.07,116.54,115.72,116.08
2002-04-15,116.04,116.54,115.55,116.05
2002-04-16,116.11,116.26,115.32,115.63
2002-04-17,115.6,116.34,115.49,116.28
2002-04-18,116.22,116.46,115.01,115.57
2002-04-19,115.62,116.2,115.52,116.14
2002-04-22,116.18,116.25,114.99,115.54
2002-04-23,115.55,115.72,115.06,115.64
2002-04-24,115.6,115.85,115.29,115.56
2002-04-25,115.58,115.75,115.07,115.49
2002-04-26,115.46,115.71,114.74,115.2
2002-04-29,115.28,115.75,115.05,115.64
2002-04-30,115.63,115.91,115.35,115.65
2002-05-01,115.65,115.87,115.26,115.44
2002-05-02,115.49,115.84,115.03,115.45
2002-05-03,115.45,116.47,115.34,116.39
2002-05-06,116.45,116.68,116.11,116.62
2002-05-07,116.62,117.22,116.39,117.07
2002-05-08,117.05,117.21,116.18,116.5
2002-05-09,116.5,116.78,116.2,116.64
2002-05-10,116.69,117.49,116.43,116.53
2002-05-13,116.45,116.73,116.0,116.42
2002-05-14,116.43,116.7,115.84,116.0
2002-05-15,115.98,116.37,115.44,116.37
2002-05-16,116.34,116.91,116.12,116.81
