timestamp,open,high,low,close
2001-07-05,0.7832,0.7881,0.7803,0.7824
2001-07-06,0.7824,0.7843,0.7757,0.7779
2001-07-10,0.7764,0.7767,0.767,0.7767
2001-07-12,0.7753,0.7803,0.7698,0.7705
2001-07-13,0.7705,0.7735,0.7664,0.7694
2001-07-17,0.78,0.7879,0.78,0.7817
2001-07-18,0.7809,0.7849,0.7761,0.7849
2001-07-19,0.7849,0.7924,0.7814,0.7907
2001-07-20,0.7917,0.7991,0.7889,0.7933
2001-07-24,0.7807,0.7857,0.7799,0.7853
2001-07-25,0.7853,0.786,0.78,0.7817
2001-07-26,0.7817,0.7843,0.7777,0.7792
2001-07-27,0.7792,0.7871,0.7763,0.7796
2001-07-31,0.7781,0.7781,0.7731,0.7738
2001-08-01,0.7738,0.7785,0.7691,0.7785
2001-08-02,0.7785,0.7978,0.7785,0.7978
2001-08-03,0.7978,0.8019,0.7925,0.7991
2001-08-07,0.7933,0.7933,0.7883,0.7896
2001-08-08,0.7896,0.7932,0.7854,0.7922
2001-08-09,0.7918,0.7975,0.789,0.7968
2001-08-10,0.7968,0.7976,0.7833,0.79
2001-08-14,0.7896,0.7989,0.7896,0.7971
2001-08-15,0.7971,0.804,0.7925,0.8019
2001-08-16,0.8022,0.8108,0.8007,0.8075
2001-08-17,0.8075,0.8126,0.8033,0.8079
2001-08-21,0.8264,0.8277,0.8213,0.823
2001-08-22,0.823,0.8288,0.8195,0.8227
2001-08-23,0.8227,0.8349,0.8222,0.8222
2001-08-24,0.8222,0.8267,0.8198,0.8217
2001-08-28,0.8228,0.8228,0.8119,0.8155
2001-08-29,0.8155,0.817,0.8094,0.8162
2001-08-30,0.8162,0.823,0.813,0.8187
2001-08-31,0.8187,0.8252,0.8165,0.8238
2001-09-04,0.8208,0.8208,0.8154,0.8185
2001-09-05,0.8185,0.8187,0.8072,0.8104
2001-09-06,0.8104,0.8173,0.8054,0.8102
2001-09-07,0.8104,0.8158,0.8068,0.8137
2001-09-10,0.8141,0.8158,0.8137,0.8137
2001-09-11,0.8137,0.8137,0.8004,0.8039
2001-09-12,0.8039,0.8198,0.8004,0.8177
2001-09-13,0.8177,0.8177,0.8026,0.8048
2001-09-14,0.8048,0.8094,0.8029,0.8072
2001-09-17,0.8062,0.8062,0.8057,0.8057
2001-09-18,0.8057,0.8076,0.7827,0.7889
2001-09-19,0.7889,0.7894,0.7738,0.7789
2001-09-20,0.7789,0.7829,0.7699,0.7731
2001-09-21,0.7731,0.7778,0.7688,0.7767
2001-09-24,0.7767,0.7767,0.7544,0.7595
2001-09-25,0.7595,0.7753,0.7581,0.7714
2001-09-26,0.7714,0.7775,0.7698,0.7752
2001-09-27,0.7752,0.7817,0.7687,0.771
2001-09-28,0.771,0.7731,0.7634,0.7692
