timestamp,open,high,low,close
2001-06-14,1.3021,1.3058,1.2905,1.2955
2001-06-15,1.296,1.3144,1.2891,1.3091
2001-06-18,1.3128,1.317,1.3099,1.3165
2001-06-19,1.3165,1.3229,1.3091,1.3219
2001-06-20,1.3215,1.3216,1.3087,1.3107
2001-06-21,1.3094,1.3128,1.3007,1.3107
2001-06-22,1.3113,1.3157,1.2999,1.3032
2001-06-26,1.3055,1.3121,1.3035,1.3047
2001-06-27,1.3047,1.313,1.3032,1.3098
2001-06-28,1.3098,1.3107,1.3013,1.3042
2001-06-29,1.3039,1.3069,1.284,1.2846
2001-07-03,1.2835,1.2874,1.2776,1.2805
2001-07-04,1.2819,1.2857,1.2762,1.2805
2001-07-05,1.2805,1.2857,1.2726,1.2776
2001-07-06,1.2776,1.2805,1.2615,1.2644
2001-07-10,1.2889,1.2954,1.2834,1.2904
2001-07-12,1.2992,1.3178,1.2968,1.3101
2001-07-13,1.3101,1.3115,1.2992,1.3042
2001-07-17,1.3129,1.3245,1.3129,1.3149
2001-07-18,1.3149,1.3257,1.3042,1.3233
2001-07-19,1.3233,1.3437,1.3172,1.3421
2001-07-20,1.3421,1.356,1.3365,1.3437
2001-07-24,1.3451,1.3479,1.3371,1.3415
2001-07-25,1.3415,1.3489,1.3392,1.3475
2001-07-26,1.3475,1.3545,1.3413,1.353
2001-07-27,1.3523,1.3572,1.3424,1.346
2001-07-31,1.3438,1.3442,1.337,1.3384
2001-08-01,1.3384,1.34,1.3329,1.3393
2001-08-02,1.3393,1.356,1.3393,1.3525
2001-08-03,1.3525,1.3595,1.3515,1.3567
2001-08-07,1.3545,1.3545,1.3423,1.3452
2001-08-08,1.3452,1.348,1.3365,1.3473
2001-08-09,1.3467,1.3508,1.3403,1.3494
2001-08-10,1.3494,1.3773,1.3494,1.3746
2001-08-14,1.3746,1.3861,1.3736,1.3797
2001-08-15,1.3797,1.3925,1.3765,1.3868
2001-08-16,1.3873,1.4002,1.3859,1.393
